,floors,grade,bathrooms,condition,bedrooms,lat,sqft_living,sqft_living15,zipcode,sqft_above
16940,2,7,2,4,4.0,47.6888,2110,2350,98033,2110
16941,2,8,2,3,4.0,47.7221,2180,1500,98133,2180
16942,1,8,1,4,3.0,47.5346,2160,2090,98136,1260
16943,1,6,1,4,4.0,47.3103,3160,1540,98010,1840
16944,2,9,2,3,4.0,47.6262,2460,2420,98074,2460
16945,1,8,2,3,5.0,47.5858,3240,2730,98008,2020
16946,1,6,1,3,2.0,47.4617,1460,1460,98166,1460
16947,2,10,2,3,3.0,47.5304,2310,2340,98027,2020
16948,2,8,2,3,4.0,47.429,1714,1714,98055,1714
16949,2,8,2,3,4.0,47.5394,2870,2770,98065,2870
16950,2,7,2,3,3.0,47.3697,1740,1950,98042,1740
16951,1,8,1,4,3.0,47.6608,1720,2740,98053,1350
16952,1,8,2,3,5.0,47.6571,2730,2730,98105,2130
16953,1,6,1,5,3.0,47.3695,870,870,98042,870
16954,2,10,3,3,3.0,47.5951,2480,1980,98144,2480
16955,2,9,2,3,4.0,47.6215,2800,1430,98112,2170
16956,2,9,3,3,5.0,47.6364,3520,1360,98119,2400
16957,1,7,1,3,3.0,47.7598,1290,1770,98072,1290
16958,1,7,1,4,3.0,47.6738,2360,1880,98115,1180
16959,1,10,3,3,4.0,47.6967,4730,3250,98033,2940
16960,1,8,2,3,2.0,47.6589,1370,1370,98199,950
16961,1,7,1,3,4.0,47.6791,1720,2140,98117,1720
16962,2,7,2,4,4.0,47.7056,2030,1350,98133,1630
16963,1,7,2,4,3.0,47.4956,3085,1480,98056,1560
16964,2,10,3,3,5.0,47.5951,3630,1730,98004,3630
16965,2,7,2,3,3.0,47.3709,2200,2200,98042,2200
16966,1,6,1,4,3.0,47.4787,910,1400,98059,910
16967,1,8,2,3,3.0,47.2683,1920,2010,98022,1920
16968,3,7,2,3,3.0,47.6828,1060,1440,98103,1060
16969,2,7,2,3,3.0,47.7607,1490,1750,98028,1490
16970,1,8,2,3,3.0,47.4838,1890,1580,98168,1890
16971,1,7,1,3,3.0,47.6618,1610,1780,98052,1080
16972,1,6,2,4,3.0,47.6839,1980,1330,98033,1070
16973,2,8,2,3,3.0,47.5084,2650,2400,98059,2650
16974,1,7,1,3,2.0,47.4924,1510,1540,98146,1510
16975,2,9,2,3,4.0,47.3448,2050,2340,98038,2050
16976,1,7,2,4,3.0,47.5543,1170,1400,98118,1170
16977,2,10,3,3,4.0,47.5402,3510,3690,98065,3510
16978,1,7,1,4,5.0,47.7217,2250,1940,98034,1500
16979,1,7,2,3,3.0,47.3883,1280,1450,98038,1280
16980,1,7,2,3,2.0,47.4051,1250,1250,98198,1250
16981,1,7,0,3,3.0,47.6834,1110,1610,98117,1110
16982,1,6,1,5,3.0,47.6823,1260,1380,98103,700
16983,2,8,2,3,3.0,47.429,2290,2170,98058,2290
16984,2,7,2,3,3.0,47.452,1850,1870,98058,1850
16985,2,9,1,3,3.0,47.7439,1990,2880,98028,1990
16986,1,7,1,4,3.0,47.3448,1300,1400,98003,1300
16987,2,11,4,4,3.0,47.6379,4200,2760,98112,3600
16988,1,9,2,4,3.0,47.6199,2580,2410,98004,2580
16989,3,9,2,3,3.0,47.5818,1410,1510,98116,1410
16990,2,11,2,3,5.0,47.7173,3450,3450,98052,3450
16991,1,6,1,3,1.0,47.5699,620,1540,98144,620
16992,2,8,2,3,3.0,47.5664,1880,2130,98029,1880
16993,1,7,1,4,3.0,47.5677,1900,1420,98106,950
16994,1,7,1,4,3.0,47.6846,1090,1520,98117,1090
16995,2,7,3,5,5.0,47.6722,2380,1800,98107,2380
16996,2,8,2,3,3.0,47.5846,2140,2340,98116,1680
16997,2,9,2,3,4.0,47.7368,2900,2900,98028,2900
16998,3,8,2,3,3.0,47.6616,1920,1670,98103,1920
16999,1,8,2,4,4.0,47.6294,2940,2030,98074,1850
17000,1,6,1,3,3.0,47.4187,1220,1580,98198,1220
17001,2,10,2,3,4.0,47.5849,3220,2610,98075,3220
17002,1,7,1,3,2.0,47.6897,950,1440,98115,950
17003,2,9,2,3,4.0,47.3994,3148,3000,98198,3148
17004,2,9,2,3,4.0,47.614,2810,2920,98074,2810
17005,2,7,2,3,3.0,47.4659,2020,2170,98058,2020
17006,2,7,3,3,5.0,47.3599,2110,1460,98030,2110
17007,2,9,2,3,4.0,47.5992,2210,2970,98075,2210
17008,1,6,1,3,2.0,47.4724,1400,2250,98168,1100
17009,1,7,1,5,2.0,47.6382,1110,1670,98119,1110
17010,1,7,2,3,3.0,47.3431,2070,1570,98003,1170
17011,1,6,1,3,2.0,47.4781,750,1460,98168,750
17012,1,8,1,4,5.0,47.3109,1930,2370,98023,1930
17013,1,6,1,3,2.0,47.6976,820,1370,98117,820
17014,1,6,1,3,4.0,47.4924,1220,1210,98178,1220
17015,1,7,1,4,3.0,47.7281,1500,1230,98125,1500
17016,1,7,1,3,3.0,47.5966,1610,1520,98007,1180
17017,1,7,1,3,3.0,47.6771,1080,1280,98115,980
17018,1,7,2,3,3.0,47.3315,1410,2090,98001,1410
17019,1,8,1,3,3.0,47.4777,2520,1470,98045,2520
17020,1,6,2,3,3.0,47.4514,2150,1850,98058,2150
17021,2,9,2,3,4.0,47.6747,2850,2440,98033,2850
17022,2,9,3,3,4.0,47.5529,2840,2160,98108,2330
17023,2,7,2,4,4.0,47.6748,1770,1550,98107,1770
17024,1,8,1,3,3.0,47.5179,1480,2250,98136,1480
17025,1,7,2,4,3.0,47.7539,2150,2150,98155,1900
17026,2,10,2,3,3.0,47.6012,3400,3400,98075,3400
17027,1,7,2,5,3.0,47.6942,1540,1680,98115,770
17028,1,7,1,5,3.0,47.2622,1220,1310,98001,1220
17029,2,8,2,3,4.0,47.6367,2960,1600,98102,2160
17030,1,7,1,4,2.0,47.5145,910,1700,98136,830
17031,3,10,4,3,5.0,47.6715,4340,1770,98107,4340
17032,2,9,2,3,3.0,47.7703,1990,2210,98072,1990
17033,1,7,2,3,3.0,47.4911,2210,2230,98178,1540
17034,1,8,1,3,4.0,47.707,3010,2040,98125,1780
17035,1,6,1,3,2.0,47.4572,950,1620,98166,950
17036,1,7,1,4,2.0,47.5691,930,1920,98116,830
17037,1,7,1,4,2.0,47.6549,1250,1520,98103,850
17038,2,9,2,3,4.0,47.5648,2130,2150,98029,2130
17039,1,7,1,3,3.0,47.7071,1550,1560,98125,1100
17040,2,13,3,3,5.0,47.6285,6810,2660,98102,6110
17041,1,7,1,3,3.0,47.7411,1490,1950,98133,1490
17042,1,7,1,3,5.0,47.7573,1550,1420,98011,1100
17043,2,9,3,3,4.0,47.5754,2890,3490,98075,2370
17044,1,6,1,4,3.0,47.3617,960,1160,98038,960
17045,1,7,2,5,4.0,47.6744,1490,1510,98115,1490
17046,2,8,2,3,4.0,47.3284,2350,2210,98092,2350
17047,1,8,1,3,3.0,47.3731,1720,1970,98032,1720
17048,1,8,2,4,4.0,47.6948,2160,1520,98115,1660
17049,2,10,1,3,2.0,47.6744,3050,3050,98053,3050
17050,1,7,1,4,4.0,47.757,2180,1810,98133,1560
17051,1,8,1,5,3.0,47.5157,1090,1640,98118,1090
17052,2,11,4,4,6.0,47.6285,5110,4110,98112,5110
17053,2,7,3,5,5.0,47.3966,2473,2040,98198,2473
17054,1,7,1,4,3.0,47.3096,1470,2090,98092,1470
17055,2,9,2,3,3.0,47.5489,2480,2600,98006,2480
17056,1,9,3,3,3.0,47.5244,3140,2100,98065,1760
17057,1,6,1,3,2.0,47.5281,920,1040,98106,920
17058,1,7,1,3,3.0,47.7354,1770,1690,98133,1270
17059,1,8,1,4,3.0,47.2142,1480,1190,98022,1480
17060,2,8,2,3,3.0,47.3258,1570,1680,98092,1570
17061,1,7,1,3,3.0,47.6163,1280,1280,98122,640
17062,1,6,0,3,2.0,47.5083,900,1220,98146,900
17063,2,10,3,3,3.0,47.5624,3570,2550,98116,2710
17064,1,9,2,3,3.0,47.7039,2710,2960,98177,1480
17065,1,6,1,3,4.0,47.564,1070,1270,98126,870
17066,3,7,2,3,3.0,47.6959,1320,1380,98117,1320
17067,2,8,2,3,3.0,47.4856,1980,2070,98045,1980
17068,1,6,1,3,2.0,47.6997,800,1210,98115,670
17069,1,7,1,3,2.0,47.5179,1280,1270,98118,1280
17070,1,8,2,3,4.0,47.7382,1770,2470,98155,1770
17071,1,7,2,4,4.0,47.3417,1440,1190,98001,1440
17072,2,7,3,3,4.0,47.7005,2200,1780,98103,2200
17073,2,8,2,3,3.0,47.5338,2100,2100,98065,2100
17074,1,7,1,4,3.0,47.7435,1150,1600,98155,1150
17075,2,9,3,3,4.0,47.6752,2860,2010,98115,1980
17076,1,5,1,3,2.0,47.3897,910,1160,98032,910
17077,2,8,2,4,4.0,47.6657,2350,2390,98053,2350
17078,2,9,3,3,4.0,47.5732,3070,1780,98116,2030
17079,1,7,1,3,2.0,47.6482,1270,1770,98199,1270
17080,1,7,1,5,3.0,47.5718,1480,1600,98006,740
17081,1,7,1,4,4.0,47.2845,1340,1090,98001,1340
17082,1,8,2,4,4.0,47.3193,2550,1770,98002,2550
17083,2,8,3,5,4.0,47.7076,2100,1250,98133,2100
17084,1,9,3,3,4.0,47.639,4150,3930,98039,3130
17085,2,9,3,4,4.0,47.7058,3180,2850,98177,2060
17086,1,8,2,3,3.0,47.4762,1780,1710,98059,1280
17087,2,8,1,3,3.0,47.6315,2050,2220,98112,1950
17088,2,8,2,3,4.0,47.5355,2550,2850,98065,2550
17089,1,7,1,4,3.0,47.4169,1250,1010,98031,1250
17090,1,8,1,3,2.0,47.6382,1380,1380,98199,1030
17091,2,7,2,3,2.0,47.6032,1180,1550,98122,1180
17092,2,8,2,3,4.0,47.4318,2020,2820,98055,2020
17093,1,7,1,4,3.0,47.5231,1100,1450,98108,1100
17094,2,9,2,4,3.0,47.4572,2460,2090,98027,2460
17095,2,9,3,3,5.0,47.6802,3930,2040,98033,2910
17096,1,7,2,4,3.0,47.5731,1210,1690,98006,1210
17097,1,7,1,4,2.0,47.4689,1450,1440,98188,1450
17098,2,7,2,3,3.0,47.2843,1850,1710,98023,1850
17099,1,7,2,4,4.0,47.3617,1790,1760,98030,1790
17100,2,8,2,3,3.0,47.5582,1250,1250,98106,1080
17101,2,10,3,3,4.0,47.3602,3350,3350,98010,3350
17102,1,8,2,5,3.0,47.6652,2920,2920,98033,1460
17103,3,8,2,3,3.0,47.7337,1520,1520,98125,1520
17104,1,7,1,3,3.0,47.3762,1010,1150,98030,1010
17105,1,7,1,3,3.0,47.3632,1470,1580,98030,1070
17106,2,8,2,4,3.0,47.3759,2570,2400,98042,2570
17107,1,7,1,4,3.0,47.6652,1380,1250,98103,940
17108,1,5,1,3,2.0,47.5136,700,1250,98146,700
17109,1,8,3,5,4.0,47.5514,2350,2020,98118,1490
17110,2,8,2,3,5.0,47.624,3470,2220,98074,3470
17111,1,7,1,3,3.0,47.6592,2040,1360,98199,1410
17112,1,7,1,2,3.0,47.6841,1380,1320,98115,930
17113,2,9,2,3,3.0,47.6425,1680,1610,98119,1120
17114,2,7,2,3,4.0,47.3662,2320,2150,98038,2320
17115,1,7,2,3,4.0,47.6637,2210,1970,98199,1370
17116,1,6,1,5,3.0,47.3684,1140,980,98042,1140
17117,1,7,1,4,3.0,47.7428,1190,1850,98028,1190
17118,2,9,2,4,4.0,47.7285,3530,3750,98072,3530
17119,2,8,2,3,4.0,47.7043,2970,2810,98052,2970
17120,2,10,2,3,3.0,47.5947,2940,2980,98075,2940
17121,1,7,1,4,3.0,47.3173,1720,1120,98092,1140
17122,2,10,2,4,4.0,47.7304,3140,2990,98077,3140
17123,1,7,2,3,4.0,47.5472,1710,1550,98108,1710
17124,1,8,1,3,3.0,47.6293,1600,1970,98008,1600
17125,2,7,3,3,6.0,47.565,2290,1360,98126,2290
17126,2,9,2,3,4.0,47.3262,2669,2669,98092,2669
17127,1,8,3,3,4.0,47.4538,2740,2330,98058,1670
17128,2,11,4,3,6.0,47.5533,5740,4350,98006,3610
17129,2,9,2,3,4.0,47.3831,2665,2665,98030,2665
17130,1,7,2,5,3.0,47.3197,1560,1470,98092,910
17131,1,7,1,3,3.0,47.312,1320,1660,98092,1320
17132,1,7,1,4,4.0,47.739,2020,1530,98028,2020
17133,1,7,2,3,3.0,47.3687,1490,1560,98042,1490
17134,1,7,2,3,5.0,47.7096,2520,2030,98034,1500
17135,2,7,2,3,3.0,47.3521,2099,2099,98002,2099
17136,2,9,2,3,2.0,47.5213,1070,1070,98106,720
17137,1,7,2,3,3.0,47.6319,1790,1700,98074,1190
17138,2,8,2,3,3.0,47.5764,1760,1760,98029,1760
17139,2,7,2,3,3.0,47.3618,1654,1975,98038,1654
17140,2,7,2,3,3.0,47.4648,1770,2280,98058,1770
17141,2,10,4,3,5.0,47.6914,3310,3430,98033,3310
17142,1,7,1,3,3.0,47.7326,1660,1630,98034,1100
17143,2,8,2,3,4.0,47.4877,2600,2830,98059,2600
17144,1,7,1,3,4.0,47.5051,1270,1800,98178,1270
17145,1,7,1,3,3.0,47.5239,1130,1170,98118,1130
17146,1,7,3,3,3.0,47.754,2540,2270,98072,1580
17147,1,7,1,3,3.0,47.3377,1070,1320,98001,1070
17148,1,8,2,4,4.0,47.6955,2330,1740,98052,1780
17149,1,7,2,3,5.0,47.3179,1950,1670,98003,1130
17150,1,7,1,3,3.0,47.6999,1870,1820,98033,1870
17151,1,7,1,4,3.0,47.4635,1630,1630,98045,1330
17152,1,10,2,3,3.0,47.4379,3370,3350,98038,3370
17153,2,7,2,3,4.0,47.3734,2506,2070,98030,2506
17154,1,8,2,4,4.0,47.6287,2420,1740,98052,1890
17155,2,8,2,3,3.0,47.5514,2010,1690,98029,1390
17156,2,9,2,3,4.0,47.3603,2960,2960,98038,2960
17157,1,8,3,3,4.0,47.6258,2660,2350,98112,1820
17158,2,9,2,3,4.0,47.5115,3260,3260,98027,3260
17159,1,7,1,3,3.0,47.4455,1630,1700,98188,1630
17160,1,6,1,3,2.0,47.5168,740,740,98126,740
17161,2,8,3,3,3.0,47.6055,1710,1630,98122,1290
17162,2,8,3,3,3.0,47.6034,1550,1490,98122,1160
17163,1,8,1,3,3.0,47.6623,1800,2210,98052,1440
17164,2,11,2,3,4.0,47.5188,4080,3520,98059,4080
17165,1,7,2,3,4.0,47.5163,1540,1540,98118,1540
17166,1,8,2,4,4.0,47.5876,2620,2360,98004,1770
17167,1,6,1,3,3.0,47.2976,1000,1610,98001,1000
17168,2,9,2,4,3.0,47.6512,2340,2415,98033,2340
17169,2,10,2,3,4.0,47.4954,2740,1220,98056,2740
17170,1,7,2,5,4.0,47.5496,1670,1100,98136,840
17171,1,10,2,5,3.0,47.7212,3320,3730,98034,3320
17172,2,8,2,3,2.0,47.5394,1420,1420,98106,1420
17173,1,7,1,3,4.0,47.4861,1970,1710,98178,1140
17174,1,6,1,4,2.0,47.3274,1050,990,98023,1050
17175,1,7,2,3,4.0,47.3338,2080,1890,98001,1240
17176,1,7,2,4,3.0,47.3546,1700,2070,98003,1250
17177,2,7,2,3,4.0,47.3612,2110,2300,98042,2110
17178,2,10,3,4,3.0,47.5466,2790,3140,98006,2370
17179,2,7,2,5,5.0,47.6273,1900,1900,98008,1900
17180,1,6,1,4,3.0,47.3654,920,920,98042,920
17181,1,7,1,4,4.0,47.6804,1600,1720,98115,1600
17182,2,7,1,3,4.0,47.3121,1420,1420,98002,1420
17183,1,7,1,4,3.0,47.732,1790,3270,98077,1790
17184,1,8,2,4,3.0,47.7631,2980,2890,98077,1930
17185,1,6,1,5,3.0,47.4518,1430,1150,98058,1430
17186,2,9,3,3,4.0,47.6828,2170,1950,98115,2170
17187,1,6,1,3,3.0,47.6648,1010,1260,98033,1010
17188,1,7,1,4,3.0,47.4693,2220,2010,98166,2220
17189,2,8,2,3,3.0,47.5489,1740,1910,98029,1740
17190,1,7,1,3,4.0,47.5668,2170,1450,98116,1370
17191,2,11,2,3,4.0,47.6286,3980,3800,98074,3980
17192,2,9,3,3,4.0,47.3559,3400,3190,98038,3400
17193,3,8,2,3,3.0,47.5396,1620,1390,98027,1540
17194,1,6,2,4,4.0,47.6859,2120,1560,98033,1770
17195,1,7,1,4,3.0,47.371,1840,1840,98030,1440
17196,1,8,3,3,4.0,47.3275,2040,1940,98092,1490
17197,2,7,2,3,5.0,47.3675,2200,1850,98038,2200
17198,1,7,1,3,3.0,47.4895,2430,1660,98045,2430
17199,1,6,1,5,3.0,47.4905,1010,1010,98056,1010
17200,1,9,2,4,4.0,47.5988,2950,3260,98004,2550
17201,2,7,2,3,3.0,47.4339,1770,1550,98055,1770
17202,1,9,3,3,4.0,47.4194,2350,2440,98031,1650
17203,1,7,2,5,5.0,47.5773,2830,2370,98040,1630
17204,1,6,1,3,2.0,47.7343,590,1370,98133,590
17205,1,7,1,3,3.0,47.4323,1350,1310,98188,1350
17206,1,7,1,3,2.0,47.5273,900,1175,98118,900
17207,2,8,2,3,4.0,47.7366,2040,2530,98019,2040
17208,1,7,1,3,3.0,47.726,910,1480,98034,910
17209,1,7,2,5,4.0,47.3616,2400,2470,98042,1320
17210,1,7,2,3,4.0,47.3908,1910,1690,98198,1210
17211,1,6,1,3,3.0,47.7775,1480,1480,98133,760
17212,1,7,2,3,4.0,47.4962,2090,1260,98146,1090
17213,1,6,1,3,3.0,47.5133,770,920,98146,670
17214,2,8,2,4,2.0,47.4145,2090,1820,98070,2090
17215,1,6,2,4,3.0,47.6879,1360,2530,98033,1360
17216,2,8,1,3,3.0,47.4658,1200,1270,98055,1200
17217,2,8,3,3,2.0,47.5224,1460,1460,98136,1140
17218,2,9,3,3,4.0,47.3067,2620,2920,98092,2620
17219,1,7,1,4,3.0,47.6979,1200,1200,98052,1200
17220,2,7,2,3,3.0,47.5515,2220,960,98108,2220
17221,2,8,2,3,4.0,47.2089,2420,2270,98022,2420
17222,1,7,2,3,3.0,47.6479,1760,1760,98119,1540
17223,2,8,2,3,4.0,47.5641,2110,2050,98029,2110
17224,1,7,1,4,3.0,47.3696,1270,1830,98030,1270
17225,2,8,2,4,3.0,47.3809,2920,3150,98042,2920
17226,2,11,3,3,4.0,47.7253,3820,3820,98072,3820
17227,3,8,2,3,3.0,47.6729,1550,1550,98107,1550
17228,1,7,1,3,2.0,47.6762,1280,1860,98115,1200
17229,1,7,1,4,3.0,47.3516,2840,1650,98042,1420
17230,1,6,1,3,3.0,47.4802,930,1220,98166,820
17231,2,9,2,3,3.0,47.54,2370,2990,98065,2370
17232,2,7,2,3,3.0,47.4805,1590,1680,98056,1590
17233,2,7,2,3,3.0,47.5263,1770,1230,98106,1770
17234,1,7,1,3,3.0,47.7171,1780,1200,98034,1780
17235,1,8,2,3,4.0,47.765,1970,1980,98133,1350
17236,1,7,1,4,3.0,47.7362,1130,1570,98133,1130
17237,1,8,1,4,4.0,47.3111,1960,2080,98023,1960
17238,1,7,2,3,4.0,47.6301,1610,1560,98008,1190
17239,1,6,1,4,3.0,47.6981,1220,1360,98103,1220
17240,1,7,1,4,2.0,47.5265,1320,1050,98126,880
17241,2,7,2,3,3.0,47.3575,1690,1830,98038,1690
17242,1,7,2,3,3.0,47.3317,1480,1730,98010,1480
17243,1,7,1,4,5.0,47.6727,2240,1980,98115,1120
17244,2,8,2,3,2.0,47.6032,1530,1410,98122,1280
17245,2,8,2,3,4.0,47.343,1890,2720,98042,1890
17246,1,6,1,3,3.0,47.567,1390,1350,98024,1390
17247,1,7,2,4,5.0,47.5976,2720,2110,98008,1500
17248,2,8,1,5,3.0,47.6118,1500,2380,98122,1500
17249,2,7,2,3,3.0,47.5297,2480,2480,98065,2480
17250,1,7,1,3,3.0,47.497,1250,1480,98146,1250
17251,2,8,1,3,3.0,47.5929,1110,1380,98144,940
17252,1,7,2,3,3.0,47.3995,2240,2080,98198,1190
17253,1,8,2,4,3.0,47.557,1800,2400,98006,1800
17254,1,7,1,4,3.0,47.1764,1670,1810,98022,1670
17255,2,9,2,3,4.0,47.3591,2820,2820,98038,2820
17256,2,9,3,3,4.0,47.5153,3160,2900,98056,2460
17257,1,7,2,3,3.0,47.359,1460,1630,98038,1460
17258,2,8,2,3,3.0,47.3291,1830,1860,98092,1830
17259,1,7,1,4,5.0,47.5161,2230,2730,98136,1700
17260,1,7,1,4,3.0,47.2737,1260,2400,98092,1260
17261,1,7,1,3,3.0,47.7652,1180,1710,98155,1180
17262,1,6,1,3,2.0,47.5621,690,840,98118,690
17263,1,7,1,5,3.0,47.5704,1610,1680,98126,1610
17264,1,9,2,4,2.0,47.5643,3010,3010,98006,1260
17265,1,8,2,3,2.0,47.7076,1510,1640,98053,1510
17266,1,8,2,3,3.0,47.5937,1880,2120,98008,1480
17267,2,7,2,3,3.0,47.5318,1450,1970,98065,1450
17268,1,7,1,3,3.0,47.4815,1620,1470,98059,1220
17269,1,7,2,3,4.0,47.674,3080,1550,98052,1540
17270,1,9,2,5,5.0,47.6176,2660,3960,98039,1960
17271,2,8,2,3,4.0,47.5379,2480,2940,98059,2480
17272,2,7,2,3,3.0,47.2886,1890,1700,98002,1890
17273,2,9,2,3,3.0,47.5714,3020,2280,98126,2360
17274,1,8,1,4,3.0,47.703,1620,2040,98125,1620
17275,1,6,1,3,3.0,47.4497,1350,1300,98188,1350
17276,1,8,2,3,4.0,47.5483,2570,2050,98118,1710
17277,1,7,2,3,4.0,47.7543,1650,1410,98133,1650
17278,2,8,2,4,4.0,47.4627,2730,2390,98058,2730
17279,1,7,1,3,3.0,47.4545,1200,1640,98055,1000
17280,1,8,2,3,3.0,47.6187,2030,2040,98074,2030
17281,1,7,1,3,4.0,47.731,1860,1800,98125,1080
17282,1,7,1,3,3.0,47.7204,1330,1460,98034,960
17283,1,6,1,3,2.0,47.552,1000,1270,98118,800
17284,1,6,1,4,3.0,47.7422,1150,1400,98072,1150
17285,1,7,1,4,3.0,47.3196,1380,1240,98023,940
17286,1,7,2,4,4.0,47.6305,2230,1470,98074,1180
17287,1,8,1,4,4.0,47.5956,2570,2520,98005,2570
17288,1,7,2,3,3.0,47.7255,1640,1860,98125,1110
17289,1,9,2,3,3.0,47.3043,2350,2430,98023,2350
17290,1,7,2,4,4.0,47.3299,1760,1870,98003,1760
17291,1,7,1,3,1.0,47.5007,1000,1090,98146,1000
17292,1,6,1,4,3.0,47.5588,1150,1220,98116,800
17293,2,8,2,3,4.0,47.6872,2980,2900,98053,2980
17294,1,8,2,3,4.0,47.526,3300,3250,98040,2820
17295,3,8,3,3,3.0,47.6485,1460,1310,98103,1460
17296,1,10,3,4,3.0,47.6624,3110,3150,98033,1590
17297,2,9,2,4,2.0,47.6104,1800,1800,98008,1800
17298,2,9,2,4,2.0,47.6104,1800,1800,98008,1800
17299,2,10,2,3,5.0,47.6039,3810,2110,98004,3810
17300,2,8,2,3,4.0,47.449,1970,2230,98055,1970
17301,1,6,1,3,2.0,47.5188,960,930,98126,960
17302,2,9,2,3,4.0,47.6324,2540,2740,98053,2540
17303,1,6,1,4,3.0,47.3318,1440,1560,98023,1440
17304,1,8,1,3,2.0,47.3161,1950,2370,98023,1950
17305,1,7,2,3,4.0,47.7775,2120,1460,98133,1060
17306,2,9,2,3,4.0,47.2779,3120,3120,98023,3120
17307,1,8,1,3,3.0,47.3195,1810,2260,98001,1810
17308,3,8,2,3,3.0,47.5468,1480,1470,98029,1480
17309,1,7,1,3,4.0,47.4544,1530,1690,98166,1030
17310,1,6,1,4,3.0,47.3776,970,1210,98198,970
17311,1,7,1,3,2.0,47.6823,890,1450,98115,890
17312,1,8,2,4,4.0,47.3203,2330,2350,98023,1560
17313,1,8,2,3,2.0,47.7174,1580,1560,98053,1580
17314,1,7,1,3,3.0,47.6857,1000,1000,98115,860
17315,1,6,1,3,4.0,47.5267,1260,1880,98027,1260
17316,2,7,2,3,4.0,47.2689,1921,1921,98001,1921
17317,2,9,3,3,4.0,47.6526,2960,2150,98119,2190
17318,1,7,1,4,3.0,47.6379,1130,1360,98199,930
17319,2,8,1,3,3.0,47.5383,2390,1690,98118,1750
17320,2,10,3,3,5.0,47.6628,3740,2040,98052,3740
17321,2,8,2,5,3.0,47.6339,2390,2200,98109,1580
17322,1,6,1,4,3.0,47.6819,1700,1550,98117,1200
17323,2,8,2,4,3.0,47.3442,2000,1930,98042,2000
17324,2,8,2,3,2.0,47.5175,1760,1870,98065,1760
17325,2,8,2,3,3.0,47.6883,2190,2190,98052,1810
17326,2,7,2,3,3.0,47.6465,1900,1780,98119,1700
17327,1,8,1,3,3.0,47.631,1650,1880,98052,1650
17328,1,8,2,3,4.0,47.7021,2460,2380,98034,1680
17329,1,7,2,3,3.0,47.7698,2080,2220,98028,2080
17330,1,7,1,2,3.0,47.4349,1500,1770,98058,1500
17331,1,7,2,4,3.0,47.6818,1610,2260,98033,1160
17332,1,7,1,3,2.0,47.5359,2020,1270,98118,1010
17333,1,7,1,3,3.0,47.4752,1140,1200,98045,840
17334,2,8,2,3,5.0,47.4042,2740,2900,98031,2740
17335,1,7,2,4,5.0,47.5866,2960,1900,98005,1480
17336,1,8,1,4,3.0,47.5217,2030,2030,98027,1330
17337,1,8,2,3,3.0,47.7426,1890,2040,98133,1460
17338,2,9,2,3,4.0,47.6618,3130,2780,98014,3130
17339,1,6,1,4,3.0,47.5329,670,1880,98024,670
17340,2,8,3,3,3.0,47.6511,1370,1400,98119,1180
17341,2,9,2,3,5.0,47.4721,3070,2150,98059,3070
17342,2,7,1,3,4.0,47.6806,1680,1830,98033,1680
17343,2,9,2,3,3.0,47.6424,1680,1610,98119,1120
17344,3,7,3,3,3.0,47.6968,1130,1130,98103,1130
17345,1,7,2,4,5.0,47.5735,3160,2440,98040,1580
17346,1,8,1,4,3.0,47.3155,1650,2020,98023,1650
17347,1,8,2,4,4.0,47.5152,2980,1920,98056,1800
17348,1,7,1,4,3.0,47.6867,1820,1420,98103,1030
17349,1,7,2,3,3.0,47.7341,1160,1130,98019,1160
17350,2,11,3,3,4.0,47.6221,3950,2040,98112,3950
17351,2,9,3,3,3.0,47.6272,3680,2280,98074,2340
17352,1,8,2,3,2.0,47.5364,1320,1420,98106,660
17353,2,9,2,3,3.0,47.3323,2480,2510,98042,2480
17354,2,9,2,3,3.0,47.6862,2740,2210,98052,2740
17355,1,7,3,3,4.0,47.5488,1780,1730,98118,1780
17356,1,8,2,3,3.0,47.5709,2150,2510,98029,2150
17357,1,5,1,2,3.0,47.5045,1080,1070,98168,1080
17358,1,7,2,3,3.0,47.3904,1320,1600,98042,1320
17359,1,7,1,4,4.0,47.6012,1560,1560,98007,1560
17360,1,7,1,5,2.0,47.5285,1040,1930,98126,840
17361,2,12,4,3,5.0,47.5457,5840,4850,98029,4570
17362,2,7,1,3,2.0,47.5469,970,1150,98136,790
17363,2,8,2,4,4.0,47.4391,2380,2100,98055,2380
17364,2,9,3,3,4.0,47.6834,3500,2430,98115,2590
17365,1,6,1,3,2.0,47.4928,790,1150,98178,790
17366,1,6,1,3,4.0,47.5681,1600,1410,98118,1600
17367,1,6,2,4,4.0,47.3084,1910,1060,98001,910
17368,3,9,2,3,3.0,47.6199,2030,1450,98112,2030
17369,2,8,2,4,4.0,47.6915,2500,1900,98052,2500
17370,1,7,1,3,2.0,47.6876,890,1330,98103,890
17371,2,8,2,3,4.0,47.3148,2200,2190,98023,2200
17372,2,9,3,3,4.0,47.6785,1860,1860,98103,1860
17373,1,7,1,4,3.0,47.3732,1120,1190,98042,1120
17374,1,7,2,4,4.0,47.7407,1930,1470,98072,1330
17375,2,9,2,3,3.0,47.3473,3120,2670,98038,3120
17376,1,8,2,5,4.0,47.5705,2530,2960,98040,1350
17377,1,8,2,3,3.0,47.6691,2500,1770,98107,1770
17378,1,5,1,4,2.0,47.4693,800,1500,98058,800
17379,1,7,1,4,3.0,47.3274,1350,1320,98023,820
